KP,X,Y,Z
741,585663.3526,2108257.759,-6.37
742,585663.8677,2108256.902,-6.4
743,585664.3826,2108256.045,-6.44
744,585664.8967,2108255.187,-6.48
745,585665.4097,2108254.329,-6.51
746,585665.9216,2108253.47,-6.52
747,585666.4324,2108252.61,-6.52
748,585666.9422,2108251.75,-6.53
749,585667.4509,2108250.889,-6.54
750,585667.9585,2108250.027,-6.54
751,585668.465,2108249.165,-6.54
752,585668.9705,2108248.302,-6.55
753,585669.4749,2108247.439,-6.55
754,585669.9781,2108246.575,-6.55
755,585670.4804,2108245.71,-6.56
756,585670.9815,2108244.844,-6.56
757,585671.4816,2108243.978,-6.56
758,585671.9805,2108243.112,-6.56
759,585672.4784,2108242.245,-6.56
760,585672.9752,2108241.377,-6.56
761,585673.4709,2108240.508,-6.56
762,585673.9656,2108239.639,-6.56
763,585674.4591,2108238.769,-6.56
764,585674.9516,2108237.899,-6.56
765,585675.4429,2108237.028,-6.56
766,585675.9332,2108236.157,-6.56
767,585676.4224,2108235.284,-6.57
768,585676.9105,2108234.412,-6.57
769,585677.3975,2108233.538,-6.57
770,585677.8834,2108232.664,-6.59
771,585678.3682,2108231.79,-6.66
772,585678.852,2108230.914,-6.73
773,585679.3346,2108230.039,-6.79
774,585679.8162,2108229.162,-6.86
775,585680.2966,2108228.285,-6.91
776,585680.7759,2108227.407,-6.91
777,585681.2542,2108226.529,-6.91
778,585681.7313,2108225.65,-6.91
779,585682.2074,2108224.771,-6.91
780,585682.6824,2108223.891,-6.91
781,585683.1562,2108223.01,-6.91
782,585683.629,2108222.129,-6.91
783,585684.1006,2108221.247,-6.91
784,585684.5712,2108220.365,-6.91
785,585685.0406,2108219.482,-6.86
786,585685.5089,2108218.598,-6.71
787,585685.9762,2108217.714,-6.56
788,585686.4423,2108216.83,-6.4
789,585686.9073,2108215.944,-6.25
790,585687.3712,2108215.058,-6.13
791,585687.834,2108214.172,-6.08
792,585688.2957,2108213.285,-6.04
793,585688.7563,2108212.397,-6
794,585689.2158,2108211.509,-5.95
795,585689.6742,2108210.62,-5.93
796,585690.1314,2108209.731,-5.97
797,585690.5876,2108208.841,-6
798,585691.0426,2108207.951,-6.04
799,585691.4965,2108207.06,-6.07
800,585691.9494,2108206.168,-6.1
801,585692.401,2108205.276,-6.12
802,585692.8516,2108204.383,-6.14
803,585693.3011,2108203.49,-6.16
804,585693.7494,2108202.596,-6.18
805,585694.1967,2108201.702,-6.21
806,585694.6428,2108200.807,-6.28
807,585695.0877,2108199.911,-6.35
808,585695.5316,2108199.015,-6.42
809,585695.9744,2108198.118,-6.49
810,585696.416,2108197.221,-6.54
811,585696.8565,2108196.323,-6.54
812,585697.2959,2108195.425,-6.54
813,585697.7341,2108194.526,-6.54
814,585698.1713,2108193.627,-6.54
815,585698.6073,2108192.727,-6.54
816,585699.0422,2108191.826,-6.54
817,585699.4759,2108190.925,-6.54
818,585699.9086,2108190.024,-6.54
819,585700.3401,2108189.122,-6.54
820,585700.7704,2108188.219,-6.54
821,585701.1997,2108187.316,-6.54
822,585701.6278,2108186.412,-6.54
823,585702.0548,2108185.508,-6.54
824,585702.4807,2108184.603,-6.54
825,585702.9054,2108183.698,-6.53
826,585703.329,2108182.792,-6.51
827,585703.7514,2108181.886,-6.48
828,585704.1728,2108180.979,-6.45
829,585704.593,2108180.071,-6.43
830,585705.012,2108179.163,-6.41
831,585705.43,2108178.255,-6.41
832,585705.8467,2108177.346,-6.41
833,585706.2624,2108176.436,-6.41
834,585706.6769,2108175.526,-6.41
835,585707.0903,2108174.616,-6.41
836,585707.5025,2108173.705,-6.41
837,585707.9136,2108172.793,-6.42
838,585708.3236,2108171.881,-6.42
839,585708.7324,2108170.968,-6.42
840,585709.1401,2108170.055,-6.42
841,585709.5466,2108169.141,-6.42
842,585709.952,2108168.227,-6.42
843,585710.3563,2108167.313,-6.42
844,585710.7594,2108166.398,-6.42
845,585711.1613,2108165.482,-6.39
846,585711.5622,2108164.566,-6.3
847,585711.9618,2108163.649,-6.22
848,585712.3604,2108162.732,-6.13
849,585712.7577,2108161.814,-6.05
850,585713.154,2108160.896,-5.98
851,585713.5491,2108159.977,-5.94
852,585713.943,2108159.058,-5.9
853,585714.3358,2108158.139,-5.86
854,585714.7274,2108157.219,-5.82
855,585715.1179,2108156.298,-5.79
856,585715.5072,2108155.377,-5.8
857,585715.8954,2108154.455,-5.8
858,585716.2825,2108153.533,-5.81
859,585716.6683,2108152.611,-5.81
860,585717.0531,2108151.688,-5.82
861,585717.4366,2108150.764,-5.83
862,585717.8191,2108149.84,-5.84
863,585718.2003,2108148.916,-5.86
864,585718.5804,2108147.991,-5.87
865,585718.9594,2108147.065,-5.9
866,585719.3372,2108146.139,-5.95
867,585719.7138,2108145.213,-5.99
868,585720.0893,2108144.286,-6.04
869,585720.4636,2108143.359,-6.09
870,585720.8368,2108142.431,-6.12
871,585721.2087,2108141.503,-6.12
872,585721.5796,2108140.574,-6.12
873,585721.9493,2108139.645,-6.12
874,585722.3178,2108138.715,-6.12
875,585722.6851,2108137.785,-6.12
876,585723.0513,2108136.855,-6.12
877,585723.4163,2108135.924,-6.12
878,585723.7802,2108134.992,-6.12
879,585724.1429,2108134.06,-6.12
880,585724.5044,2108133.128,-6.15
881,585724.8648,2108132.195,-6.22
882,585725.224,2108131.262,-6.29
883,585725.582,2108130.328,-6.36
884,585725.9389,2108129.394,-6.44
885,585726.2946,2108128.46,-6.49
886,585726.6491,2108127.524,-6.52
887,585727.0025,2108126.589,-6.55
888,585727.3547,2108125.653,-6.58
889,585727.7057,2108124.717,-6.61
890,585728.0555,2108123.78,-6.62
891,585728.4042,2108122.843,-6.61
892,585728.7517,2108121.905,-6.59
893,585729.0981,2108120.967,-6.58
894,585729.4432,2108120.028,-6.57
895,585729.7872,2108119.089,-6.56
896,585730.13,2108118.15,-6.56
897,585730.4717,2108117.21,-6.56
898,585730.8121,2108116.27,-6.56
899,585731.1514,2108115.329,-6.56
900,585731.4895,2108114.388,-6.56
901,585731.8265,2108113.447,-6.55
902,585732.1622,2108112.505,-6.54
903,585732.4968,2108111.562,-6.54
904,585732.8302,2108110.619,-6.53
905,585733.1624,2108109.676,-6.53
906,585733.4935,2108108.733,-6.52
907,585733.8233,2108107.789,-6.52
908,585734.152,2108106.844,-6.52
909,585734.4795,2108105.899,-6.52
910,585734.8059,2108104.954,-6.51
911,585735.131,2108104.008,-6.51
912,585735.455,2108103.062,-6.5
913,585735.7777,2108102.116,-6.5
914,585736.0993,2108101.169,-6.49
915,585736.4197,2108100.222,-6.49
916,585736.739,2108099.274,-6.48
917,585737.057,2108098.326,-6.48
918,585737.3739,2108097.377,-6.48
919,585737.6895,2108096.429,-6.47
920,585738.004,2108095.479,-6.48
921,585738.3173,2108094.53,-6.49
922,585738.6294,2108093.58,-6.5
923,585738.9403,2108092.629,-6.51
924,585739.2501,2108091.678,-6.52
925,585739.5586,2108090.727,-6.56
926,585739.866,2108089.776,-6.62
927,585740.1721,2108088.824,-6.68
928,585740.4771,2108087.871,-6.74
929,585740.7809,2108086.918,-6.8
930,585741.0835,2108085.965,-6.84
931,585741.3849,2108085.012,-6.84
932,585741.6851,2108084.058,-6.84
933,585741.9841,2108083.104,-6.84
934,585742.2819,2108082.149,-6.84
935,585742.5785,2108081.194,-6.78
936,585742.874,2108080.239,-6.65
937,585743.1682,2108079.283,-6.52
938,585743.4613,2108078.327,-6.39
939,585743.7531,2108077.37,-6.26
940,585744.0438,2108076.414,-6.18
941,585744.3332,2108075.456,-6.17
942,585744.6215,2108074.499,-6.15
943,585744.9085,2108073.541,-6.14
944,585745.1944,2108072.583,-6.12
945,585745.4791,2108071.624,-6.21
946,585745.7626,2108070.665,-6.41
947,585746.0448,2108069.706,-6.61
948,585746.3259,2108068.746,-6.81
949,585746.6058,2108067.786,-7.01
950,585746.8844,2108066.826,-7.14
951,585747.1619,2108065.865,-7.14
952,585747.4382,2108064.904,-7.14
953,585747.7132,2108063.942,-7.14
954,585747.9871,2108062.981,-7.14
955,585748.2598,2108062.019,-7.14
956,585748.5312,2108061.056,-7.14
957,585748.8015,2108060.093,-7.14
958,585749.0706,2108059.13,-7.14
959,585749.3384,2108058.167,-7.14
960,585749.605,2108057.203,-7.03
961,585749.8705,2108056.239,-6.73
962,585750.1347,2108055.274,-6.44
963,585750.3978,2108054.31,-6.15
964,585750.6596,2108053.344,-5.86
965,585750.9202,2108052.379,-5.6
966,585751.1796,2108051.413,-5.53
967,585751.4378,2108050.447,-5.46
968,585751.6948,2108049.481,-5.4
969,585751.9506,2108048.514,-5.33
970,585752.2052,2108047.547,-5.27
971,585752.4585,2108046.58,-5.28
972,585752.7107,2108045.612,-5.28
973,585752.9616,2108044.644,-5.28
974,585753.2114,2108043.676,-5.29
975,585753.4599,2108042.707,-5.29
976,585753.7072,2108041.738,-5.31
977,585753.9533,2108040.769,-5.33
978,585754.1982,2108039.799,-5.35
979,585754.4419,2108038.829,-5.37
980,585754.6844,2108037.859,-5.39
981,585754.9256,2108036.889,-5.42
982,585755.1657,2108035.918,-5.45
983,585755.4045,2108034.947,-5.48
984,585755.6421,2108033.976,-5.52
985,585755.8785,2108033.004,-5.54
986,585756.1137,2108032.032,-5.54
987,585756.3477,2108031.06,-5.54
988,585756.5804,2108030.087,-5.54
989,585756.812,2108029.114,-5.54
990,585757.0423,2108028.141,-5.54
991,585757.2714,2108027.168,-5.54
992,585757.4993,2108026.194,-5.54
993,585757.726,2108025.22,-5.54
994,585757.9514,2108024.246,-5.54
995,585758.1757,2108023.271,-5.54
996,585758.3987,2108022.297,-5.56
997,585758.6205,2108021.321,-5.57
998,585758.8411,2108020.346,-5.59
999,585759.0604,2108019.37,-5.61
1000,585759.2786,2108018.395,-5.62
1001,585759.4955,2108017.418,-5.63
1002,585759.7112,2108016.442,-5.65
1003,585759.9257,2108015.465,-5.66
1004,585760.1389,2108014.488,-5.67
1005,585760.351,2108013.511,-5.68
1006,585760.5618,2108012.533,-5.69
1007,585760.7714,2108011.556,-5.69
1008,585760.9798,2108010.578,-5.69
1009,585761.1869,2108009.599,-5.7
1010,585761.3928,2108008.621,-5.7
1011,585761.5975,2108007.642,-5.7
1012,585761.801,2108006.663,-5.7
1013,585762.0033,2108005.683,-5.7
1014,585762.2043,2108004.704,-5.7
1015,585762.4041,2108003.724,-5.7
1016,585762.6027,2108002.744,-5.7
1017,585762.8001,2108001.764,-5.7
1018,585762.9962,2108000.783,-5.7
1019,585763.1911,2107999.802,-5.7
1020,585763.3848,2107998.821,-5.71
1021,585763.5772,2107997.84,-5.74
1022,585763.7684,2107996.858,-5.78
1023,585763.9584,2107995.877,-5.81
1024,585764.1472,2107994.894,-5.84
1025,585764.3348,2107993.912,-5.88
1026,585764.5211,2107992.93,-5.9
1027,585764.7062,2107991.947,-5.93
1028,585764.89,2107990.964,-5.95
1029,585765.0726,2107989.981,-5.98
1030,585765.254,2107988.997,-6
1031,585765.4342,2107988.014,-6.03
1032,585765.6132,2107987.03,-6.06
1033,585765.7909,2107986.046,-6.09
1034,585765.9674,2107985.062,-6.13
1035,585766.1426,2107984.077,-6.15
1036,585766.3166,2107983.092,-6.16
1037,585766.4894,2107982.107,-6.16
1038,585766.661,2107981.122,-6.17
1039,585766.8313,2107980.137,-6.18
1040,585767.0004,2107979.151,-6.18
1041,585767.1683,2107978.165,-6.18
1042,585767.3349,2107977.179,-6.18
1043,585767.5003,2107976.193,-6.17
1044,585767.6644,2107975.207,-6.17
1045,585767.8274,2107974.22,-6.17
1046,585767.9891,2107973.233,-6.17
1047,585768.1495,2107972.246,-6.17
1048,585768.3088,2107971.259,-6.17
1049,585768.4668,2107970.272,-6.17
1050,585768.6235,2107969.284,-6.17
1051,585768.7791,2107968.296,-6.17
1052,585768.9333,2107967.308,-6.17
1053,585769.0864,2107966.32,-6.17
1054,585769.2382,2107965.331,-6.17
1055,585769.3888,2107964.343,-6.19
1056,585769.5382,2107963.354,-6.22
1057,585769.6863,2107962.365,-6.26
1058,585769.8331,2107961.376,-6.29
1059,585769.9788,2107960.387,-6.33
1060,585770.1232,2107959.397,-6.36
1061,585770.2664,2107958.407,-6.39
1062,585770.4083,2107957.417,-6.42
1063,585770.549,2107956.427,-6.44
1064,585770.6884,2107955.437,-6.47
1065,585770.8267,2107954.447,-6.49
1066,585770.9636,2107953.456,-6.49
1067,585771.0994,2107952.465,-6.49
1068,585771.2339,2107951.475,-6.49
1069,585771.3671,2107950.483,-6.49
1070,585771.4992,2107949.492,-6.49
1071,585771.6299,2107948.501,-6.5
1072,585771.7595,2107947.509,-6.5
1073,585771.8878,2107946.518,-6.5
1074,585772.0149,2107945.526,-6.51
1075,585772.1407,2107944.534,-6.52
1076,585772.2653,2107943.541,-6.55
1077,585772.3886,2107942.549,-6.57
1078,585772.5107,2107941.556,-6.6
1079,585772.6316,2107940.564,-6.63
1080,585772.7512,2107939.571,-6.65
1081,585772.8696,2107938.578,-6.66
1082,585772.9867,2107937.585,-6.68
1083,585773.1026,2107936.592,-6.7
1084,585773.2173,2107935.598,-6.71
1085,585773.3307,2107934.605,-6.73
1086,585773.4429,2107933.611,-6.75
1087,585773.5538,2107932.617,-6.77
1088,585773.6635,2107931.623,-6.8
1089,585773.772,2107930.629,-6.82
1090,585773.8792,2107929.635,-6.84
1091,585773.9851,2107928.64,-6.85
1092,585774.0898,2107927.646,-6.86
1093,585774.1933,2107926.651,-6.87
1094,585774.2955,2107925.657,-6.88
1095,585774.3965,2107924.662,-6.89
1096,585774.4963,2107923.667,-6.9
1097,585774.5948,2107922.672,-6.91
1098,585774.692,2107921.676,-6.92
1099,585774.7881,2107920.681,-6.93
1100,585774.8828,2107919.685,-6.94
1101,585774.9763,2107918.69,-6.94
1102,585775.0686,2107917.694,-6.94
1103,585775.1597,2107916.698,-6.94
1104,585775.2494,2107915.702,-6.94
1105,585775.338,2107914.706,-6.94
1106,585775.4253,2107913.71,-6.94
1107,585775.5113,2107912.714,-6.94
1108,585775.5962,2107911.717,-6.94
1109,585775.6797,2107910.721,-6.94
1110,585775.762,2107909.724,-6.94
1111,585775.8431,2107908.728,-6.94
1112,585775.9229,2107907.731,-6.94
1113,585776.0015,2107906.734,-6.94
1114,585776.0788,2107905.737,-6.94
1115,585776.1549,2107904.74,-6.96
1116,585776.2298,2107903.742,-6.99
1117,585776.3034,2107902.745,-7.03
1118,585776.3757,2107901.748,-7.07
1119,585776.4468,2107900.75,-7.1
1120,585776.5167,2107899.753,-7.14
1121,585776.5853,2107898.755,-7.17
1122,585776.6526,2107897.757,-7.21
1123,585776.7187,2107896.76,-7.24
1124,585776.7836,2107895.762,-7.28
1125,585776.8472,2107894.764,-7.3
1126,585776.9096,2107893.766,-7.3
1127,585776.9707,2107892.768,-7.31
1128,585777.0306,2107891.769,-7.32
1129,585777.0892,2107890.771,-7.33
1130,585777.1466,2107889.773,-7.33
1131,585777.2027,2107888.774,-7.34
1132,585777.2576,2107887.776,-7.34
1133,585777.3113,2107886.777,-7.34
1134,585777.3636,2107885.779,-7.35
1135,585777.4148,2107884.78,-7.36
1136,585777.4647,2107883.781,-7.39
1137,585777.5133,2107882.782,-7.41
1138,585777.5607,2107881.783,-7.44
1139,585777.6068,2107880.785,-7.47
1140,585777.6517,2107879.786,-7.48
1141,585777.6954,2107878.787,-7.48
1142,585777.7378,2107877.787,-7.49
1143,585777.7789,2107876.788,-7.49
1144,585777.8188,2107875.789,-7.49
1145,585777.8575,2107874.79,-7.53
1146,585777.8949,2107873.791,-7.61
1147,585777.931,2107872.791,-7.68
1148,585777.9659,2107871.792,-7.76
1149,585777.9996,2107870.792,-7.84
1150,585778.032,2107869.793,-7.93
1151,585778.0632,2107868.793,-8.03
1152,585778.0931,2107867.794,-8.13
1153,585778.1217,2107866.794,-8.23
1154,585778.1491,2107865.795,-8.33
1155,585778.1753,2107864.795,-8.4
1156,585778.2002,2107863.795,-8.44
1157,585778.2239,2107862.796,-8.48
1158,585778.2463,2107861.796,-8.51
1159,585778.2674,2107860.796,-8.55
1160,585778.2873,2107859.796,-8.57
1161,585778.306,2107858.796,-8.57
1162,585778.3234,2107857.797,-8.57
1163,585778.3396,2107856.797,-8.57
1164,585778.3545,2107855.797,-8.57
1165,585778.3681,2107854.797,-8.57
1166,585778.3805,2107853.797,-8.57
1167,585778.3917,2107852.797,-8.57
1168,585778.4016,2107851.797,-8.57
1169,585778.4103,2107850.797,-8.57
1170,585778.4177,2107849.797,-8.59
1171,585778.4238,2107848.797,-8.64
1172,585778.4288,2107847.797,-8.68
1173,585778.4324,2107846.797,-8.72
1174,585778.4348,2107845.797,-8.77
1175,585778.436,2107844.797,-8.82
1176,585778.4359,2107843.797,-8.87
1177,585778.4346,2107842.797,-8.92
1178,585778.432,2107841.797,-8.97
1179,585778.4281,2107840.797,-9.02
1180,585778.423,2107839.797,-9.05
1181,585778.4167,2107838.797,-9.07
1182,585778.4091,2107837.797,-9.09
1183,585778.4003,2107836.797,-9.1
1184,585778.3902,2107835.797,-9.12
1185,585778.3788,2107834.797,-9.13
1186,585778.3663,2107833.797,-9.13
1187,585778.3524,2107832.798,-9.12
1188,585778.3373,2107831.798,-9.12
1189,585778.321,2107830.798,-9.12
1190,585778.3034,2107829.798,-9.11
1191,585778.2846,2107828.798,-9.11
1192,585778.2645,2107827.798,-9.1
1193,585778.2431,2107826.799,-9.09
1194,585778.2205,2107825.799,-9.08
1195,585778.1967,2107824.799,-9.08
1196,585778.1716,2107823.799,-9.08
1197,585778.1453,2107822.8,-9.08
1198,585778.1177,2107821.8,-9.08
1199,585778.0889,2107820.801,-9.08
1200,585778.0588,2107819.801,-9.08
1201,585778.0274,2107818.801,-9.09
1202,585777.9949,2107817.802,-9.09
1203,585777.961,2107816.803,-9.09
1204,585777.9259,2107815.803,-9.1
1205,585777.8896,2107814.804,-9.1
1206,585777.852,2107813.805,-9.1
1207,585777.8132,2107812.805,-9.1
1208,585777.7731,2107811.806,-9.11
1209,585777.7318,2107810.807,-9.11
1210,585777.6892,2107809.808,-9.18
1211,585777.6454,2107808.809,-9.3
1212,585777.6003,2107807.81,-9.41
1213,585777.554,2107806.811,-9.53
1214,585777.5064,2107805.812,-9.65
1215,585777.4576,2107804.813,-9.79
1216,585777.4075,2107803.815,-9.95
1217,585777.3562,2107802.816,-10.1
1218,585777.3037,2107801.817,-10.26
1219,585777.2498,2107800.819,-10.42
1220,585777.1948,2107799.82,-10.5
1221,585777.1385,2107798.822,-10.5
1222,585777.0809,2107797.823,-10.5
1223,585777.0221,2107796.825,-10.5
1224,585776.9621,2107795.827,-10.5
1225,585776.9008,2107794.829,-10.43
1226,585776.8382,2107793.831,-10.3
1227,585776.7744,2107792.833,-10.17
1228,585776.7094,2107791.835,-10.03
1229,585776.6431,2107790.837,-9.9
1230,585776.5755,2107789.839,-9.8
1231,585776.5068,2107788.842,-9.75
1232,585776.4367,2107787.844,-9.7
1233,585776.3654,2107786.847,-9.65
1234,585776.2929,2107785.849,-9.59
1235,585776.2192,2107784.852,-9.58
1236,585776.1441,2107783.855,-9.62
1237,585776.0679,2107782.858,-9.66
1238,585775.9904,2107781.861,-9.69
1239,585775.9116,2107780.864,-9.73
1240,585775.8316,2107779.867,-9.75
1241,585775.7503,2107778.871,-9.75
1242,585775.6678,2107777.874,-9.75
1243,585775.5841,2107776.877,-9.75
1244,585775.4991,2107775.881,-9.75
1245,585775.4129,2107774.885,-9.74
1246,585775.3254,2107773.889,-9.72
1247,585775.2367,2107772.893,-9.7
1248,585775.1467,2107771.897,-9.68
1249,585775.0555,2107770.901,-9.66
1250,585774.9631,2107769.905,-9.62
1251,585774.8693,2107768.909,-9.56
1252,585774.7744,2107767.914,-9.5
1253,585774.6782,2107766.919,-9.44
1254,585774.5808,2107765.923,-9.38
1255,585774.4821,2107764.928,-9.35
1256,585774.3822,2107763.933,-9.35
1257,585774.281,2107762.938,-9.35
1258,585774.1786,2107761.944,-9.35
1259,585774.0749,2107760.949,-9.35
1260,585773.9701,2107759.955,-9.38
1261,585773.8639,2107758.96,-9.44
1262,585773.7565,2107757.966,-9.49
1263,585773.6479,2107756.972,-9.55
1264,585773.538,2107755.978,-9.61
1265,585773.4269,2107754.984,-9.68
1266,585773.3146,2107753.99,-9.76
1267,585773.201,2107752.997,-9.84
1268,585773.0862,2107752.004,-9.92
1269,585772.9701,2107751.01,-10
1270,585772.8528,2107750.017,-10.03
1271,585772.7342,2107749.024,-10.01
1272,585772.6144,2107748.032,-9.98
1273,585772.4934,2107747.039,-9.96
1274,585772.3715,2107746.046,-9.93
1275,585772.2496,2107745.054,-9.92
1276,585772.1278,2107744.061,-9.92
1277,585772.0059,2107743.069,-9.92
1278,585771.884,2107742.076,-9.92
1279,585771.7622,2107741.084,-9.92
1280,585771.6403,2107740.091,-9.92
1281,585771.5184,2107739.098,-9.92
1282,585771.3965,2107738.106,-9.91
1283,585771.2747,2107737.113,-9.91
1284,585771.1528,2107736.121,-9.91
1285,585771.0309,2107735.128,-9.89
1286,585770.9091,2107734.136,-9.86
1287,585770.7872,2107733.143,-9.82
1288,585770.6653,2107732.151,-9.79
1289,585770.5435,2107731.158,-9.76
1290,585770.4216,2107730.166,-9.75
1291,585770.2997,2107729.173,-9.75
1292,585770.1779,2107728.18,-9.76
1293,585770.056,2107727.188,-9.76
1294,585769.9341,2107726.195,-9.77
1295,585769.8122,2107725.203,-9.77
1296,585769.6904,2107724.21,-9.78
1297,585769.5685,2107723.218,-9.79
1298,585769.4466,2107722.225,-9.8
1299,585769.3248,2107721.233,-9.81
1300,585769.2029,2107720.24,-9.81
1301,585769.081,2107719.248,-9.81
1302,585768.9592,2107718.255,-9.81
1303,585768.8373,2107717.262,-9.81
1304,585768.7154,2107716.27,-9.81
1305,585768.5936,2107715.277,-9.82
1306,585768.4717,2107714.285,-9.83
1307,585768.3498,2107713.292,-9.83
1308,585768.2279,2107712.3,-9.84
1309,585768.1061,2107711.307,-9.85
1310,585767.9842,2107710.315,-9.88
1311,585767.8623,2107709.322,-9.91
1312,585767.7405,2107708.33,-9.94
1313,585767.6186,2107707.337,-9.97
1314,585767.4967,2107706.344,-10
1315,585767.3749,2107705.352,-10.01
1316,585767.253,2107704.359,-10.01
1317,585767.1311,2107703.367,-10.01
1318,585767.0093,2107702.374,-10.01
1319,585766.8874,2107701.382,-10.01
1320,585766.7655,2107700.389,-10.01
1321,585766.6436,2107699.397,-10.01
1322,585766.5218,2107698.404,-10.02
1323,585766.3999,2107697.412,-10.02
1324,585766.278,2107696.419,-10.02
1325,585766.1562,2107695.426,-10.02
1326,585766.0343,2107694.434,-10.03
1327,585765.9124,2107693.441,-10.04
1328,585765.7906,2107692.449,-10.05
1329,585765.6687,2107691.456,-10.06
1330,585765.5468,2107690.464,-10.07
1331,585765.425,2107689.471,-10.08
1332,585765.3031,2107688.479,-10.08
1333,585765.1812,2107687.486,-10.09
1334,585765.0593,2107686.494,-10.1
1335,585764.9375,2107685.501,-10.1
1336,585764.8156,2107684.508,-10.1
1337,585764.6937,2107683.516,-10.1
1338,585764.5719,2107682.523,-10.1
1339,585764.45,2107681.531,-10.1
1340,585764.3281,2107680.538,-10.1
1341,585764.2063,2107679.546,-10.1
1342,585764.0844,2107678.553,-10.1
1343,585763.9625,2107677.561,-10.1
1344,585763.8407,2107676.568,-10.1
1345,585763.7188,2107675.576,-10.13
1346,585763.5969,2107674.583,-10.17
1347,585763.475,2107673.59,-10.21
1348,585763.3532,2107672.598,-10.25
1349,585763.2313,2107671.605,-10.29
1350,585763.1094,2107670.613,-10.32
1351,585762.9876,2107669.62,-10.35
1352,585762.8657,2107668.628,-10.39
1353,585762.7438,2107667.635,-10.42
1354,585762.622,2107666.643,-10.45
1355,585762.5001,2107665.65,-10.46
1356,585762.3782,2107664.658,-10.46
1357,585762.2564,2107663.665,-10.46
1358,585762.1345,2107662.672,-10.46
1359,585762.0126,2107661.68,-10.46
1360,585761.8908,2107660.687,-10.47
